creditscore,annualgrossrevenue,grossrevattimeofinv,naicscode,entitystructure,investeetype,bankedatintake,jobstimeofinvestment,business_age_years,original_note_amount,current_interest_rate,starting_interest_rate,loan_type,portfolio_code_id,loan_group_no,entity,risk_rating_no,loan_age_months,times_renewed,times_extended,current_principal_balance,current_payoff_balance,contractualjurisdiction,is_default
624,502328.67,445960.7,621111,5,2,1,12,5.9,160539.29,8.2104,9.3122,3,6,3,LLC,4,41.3,1,4,97602.19,98031.88,TX,1
692,849371.85,1011586.43,238210,3,1,1,11,8.2,164982.52,19.3983,19.2205,2,1,8,Partnership,8,38.1,0,1,139108.88,137414.43,TX,1
622,328752.65,337503.38,541511,3,2,1,11,5.4,460439.06,18.7919,19.5851,3,2,2,Corp,7,17,3,0,215017.75,205571.25,WA,1
698,729952.89,780420.16,238210,4,3,0,22,16.8,267529.36,9.6686,9.0713,8,1,4,Partnership,3,14.8,0,2,181242.06,167842.18,IL,0
500,322153.89,295781.23,531210,6,2,0,13,10.8,280767.41,17.1373,17.5387,4,2,9,Sole Proprietor,6,34.8,2,2,171820.76,178647.05,FL,1
569,431190.07,401175.35,484110,6,2,0,16,8,113334.56,17.147,15.8729,3,1,4,Sole Proprietor,6,27.4,2,2,71882.71,66402.98,AZ,1
670,692745.69,716338.67,445110,2,2,0,7,5.3,165279.63,6.2318,6.63,7,2,4,LLC,3,42.9,1,0,133810.68,137388.53,AZ,0
642,837609.25,985423.07,484110,6,2,1,13,25.8,76252.88,12.4443,12.5032,6,2,9,Sole Proprietor,1,21.2,2,0,58026.57,57460.63,IL,0
690,2025842.97,2183620.91,722511,2,1,1,11,6.3,424203.79,4.125,3.8557,7,4,2,Partnership,4,35.4,2,2,391160.91,349024.96,WA,0
588,303451.23,358919.97,484110,4,2,0,20,10.4,203755.2,9.1341,8.5423,6,2,1,LLC,7,39.8,2,0,108367.52,104390.94,CA,1
629,6415940.91,7172284.7,722511,1,5,0,23,15.1,91718.15,5.2295,5.092,1,5,1,Corp,4,24.4,1,1,84017.82,73432.32,FL,0
601,484650.43,488475.94,722511,6,5,1,2,8.3,214943.18,12.5703,13.6908,4,6,9,Corp,4,33.4,2,3,179821.83,174745.82,AZ,1
563,319259.89,335953.95,722511,5,1,0,17,8.2,95664.25,15.9259,17.1602,6,2,7,Partnership,6,41.7,0,3,65488.56,64189.43,NC,1
677,1118860.94,997828.75,236220,1,5,1,2,7.5,79077.12,6.5684,6.9887,2,6,4,Corp,4,18.5,0,0,58865.41,58557.4,FL,0
689,737773.48,774228.97,621111,2,5,1,0,13.1,207628.45,9.3165,9.1456,3,5,2,LLC,3,2.8,2,1,138667.26,127523.57,WA,1
598,755651.75,692271.11,445110,2,3,0,6,3.8,81962.26,15.8168,17.6038,2,3,6,Partnership,4,21.3,1,0,40857.28,41640.08,WA,1
582,1233057.63,1079043.12,541511,4,4,1,7,17.3,127944.23,10.1682,9.9177,1,3,7,LLC,4,20.8,2,0,73632.71,68958.62,TX,0
609,1083168.37,922838.08,531210,5,1,0,18,3.5,159804.93,9.9001,10.8715,4,5,4,LLC,3,29.8,0,2,136086.6,139220.17,FL,0
599,326124.98,376469.38,238210,1,5,1,7,9.1,57640.14,12.2313,13.4455,4,3,3,LLC,6,40.4,1,2,30217.44,27074.83,TX,1
600,310876.66,270285.71,236220,4,1,0,0,12.8,80381.64,11.5967,12.5573,6,2,3,LLC,2,36.1,1,2,36881.1,33464.02,NC,1
565,576983.86,523189.56,236220,4,1,1,4,16.4,246191.48,4.5474,4.436,4,2,7,Corp,6,28.5,0,4,205307.8,182905.87,OH,1
546,970478.87,936255.72,621111,1,2,0,24,8.4,185710.01,18.6588,19.4108,2,4,7,LLC,3,20.4,2,2,108588.05,104475.53,CA,1
707,648594.53,584284.02,484110,2,1,1,9,14,195933.11,9.5312,10.1869,4,6,3,Partnership,6,30.4,1,0,93380.07,97413.66,NC,0
646,1459587.37,1651869.47,484110,1,4,0,20,8.2,105506.38,8.9285,9.7963,2,5,9,Partnership,3,23.9,0,0,93532.8,82859.1,IL,0
688,1389419.62,1727241.1,236220,1,2,1,11,13.5,142783.05,9.7043,10.8572,4,2,2,LLC,5,37.9,0,3,132659.73,128405.47,AZ,0
670,1334524.06,1190478.1,621111,1,2,0,4,3.7,185971.49,13.4727,13.3674,2,4,2,Partnership,2,27.3,2,0,104556.39,93824.71,CA,0
688,646949.27,568343.5,722511,3,4,1,0,4.2,98635.9,8.4332,8.191,7,4,4,LLC,5,17.1,1,0,51813.35,44957.43,NC,1
632,544268.29,609859.58,236220,4,3,0,16,14.7,153507.62,14.2142,13.2141,3,2,6,Corp,9,47.1,0,4,104885.36,99504.28,WA,1
707,2429615.43,2677331.47,541511,1,1,0,20,17.1,195463.64,9.7517,10.8565,3,2,7,Partnership,3,35.4,1,1,100128.03,93480.23,NC,0
610,566635.47,531432.13,484110,4,2,1,12,16.4,296118.71,11.04,11.9889,4,4,1,Partnership,7,18.4,3,2,274986.66,272884.13,IL,1
647,838170.35,947922.58,236220,1,2,0,9,11,171447.93,11.3705,10.9614,8,2,2,Sole Proprietor,4,40.3,0,0,146654.1,151199.06,FL,0
554,867537.44,774561.92,445110,2,1,1,0,11.2,292797.23,16.7901,16.3131,5,3,2,LLC,2,21.4,0,2,260037.19,235012.63,WA,1
641,875578.74,1028576.27,722511,6,4,1,8,10,157466.4,13.4649,15.1575,3,4,8,Sole Proprietor,7,33,2,3,116744.16,111874.76,IL,1
628,1906748.52,2173562.39,484110,6,2,1,26,7.3,235428.08,8.2825,8.4675,5,4,2,Corp,5,27.2,1,1,134104.5,125481.17,WA,0
670,1798347.02,1960697.4,531210,1,2,1,9,13.8,197499.78,11.3724,12.4939,6,2,4,Sole Proprietor,5,14.3,1,2,178405.72,165304.28,AZ,0
609,2174606.03,1881174.92,445110,5,2,1,10,2.5,154759.78,6.0716,6.9023,4,6,7,Corp,5,44.1,1,1,114219.2,118419.02,GA,0
585,327534.56,326191.36,484110,6,2,0,9,6.2,140448.44,16.2882,15.3749,3,5,6,Corp,5,14.7,3,0,113547.4,107352.72,FL,1
635,1268442.55,1367233.88,445110,2,4,0,0,0.8,168729.1,13.4757,12.8876,5,2,4,LLC,7,28.9,0,2,76908.81,69708.71,NC,1
636,1019389.17,986408.95,236220,2,3,1,13,0.5,277733.28,13.1511,14.4685,4,1,8,LLC,8,28.8,0,3,220265.59,196680.64,CA,1
679,850896.06,1026144.17,238210,4,3,1,8,9,267199.17,15.5141,15.2977,7,5,8,LLC,7,25.7,2,0,155266.9,156858.38,GA,0
591,721568.82,618950.37,484110,6,5,0,11,10.2,122580.83,15.4561,15.8001,5,4,9,LLC,6,27.2,0,1,70180.25,70902.19,FL,1
584,478462.93,558277.4,541511,5,3,0,15,11.6,51842.13,17.882,20.1192,8,2,7,Partnership,6,14.4,0,0,27363.61,25047.98,TX,1
665,1123271.27,1162568.37,722511,5,3,0,13,6.8,206032.75,12.9096,12.3677,7,4,1,Sole Proprietor,3,22.7,2,0,130415.18,113403.48,TX,0
725,374752.04,387208.86,722511,3,2,0,10,3.8,285109.27,7.5683,8.284,1,3,2,Corp,9,49.8,1,1,227159.17,202850.65,OH,1
595,498351.7,537670.52,236220,4,2,0,11,12,66367.48,13.7745,13.8779,4,1,5,Sole Proprietor,7,24.1,2,2,48419.95,45329.19,IL,1
727,1129690.14,1073070.39,531210,4,2,1,22,4.3,127312.89,10.6621,9.6165,1,6,5,LLC,8,7.6,1,0,69156.14,69953.77,FL,0
666,2277652.44,2582311.78,621111,5,1,0,12,20,149968.33,9.4282,8.6333,7,6,7,Partnership,3,22,1,2,108832.04,96140.08,IL,0
721,1359073.89,1390238.35,236220,3,4,1,8,4.9,200869.06,6.1361,6.9883,6,5,7,Sole Proprietor,6,7.6,0,2,144131.13,151170.89,FL,0
748,266090.54,325780.3,531210,3,5,1,1,1.8,206417.04,14.7907,15.5105,8,1,5,LLC,1,24.5,2,1,96221.92,86912.01,TX,0
663,422500.23,444376.13,722511,1,2,0,24,16.8,480078.52,10.8625,10.769,6,2,4,Partnership,5,27.8,1,1,306021.8,296151.61,IL,0
577,592510.74,580976.07,621111,2,5,1,20,1.1,140233.86,8.7012,9.5027,4,6,5,LLC,2,17,0,1,81395.95,80256.09,AZ,0
637,672683.95,814361.66,621111,6,1,0,26,12.1,61755.25,11.7379,12.8789,5,3,9,Corp,8,43.3,2,1,35646.68,31382.96,CA,1
787,812468.95,836976.71,236220,6,5,1,23,9.1,195601.69,11.8677,12.3365,7,1,6,Partnership,4,35.8,0,0,91947.3,84005.02,NC,0
626,937676.98,858151.63,621111,1,4,0,11,13.2,200807.48,15.4746,15.8484,3,5,7,Partnership,2,27.9,0,0,143396.08,132271.62,WA,0
574,618451.4,664819.69,236220,2,1,0,2,0.6,110829.25,10.5553,11.4934,8,3,5,Corp,7,20.9,2,1,50644.4,51895.41,IL,1
557,750329.9,819843.81,445110,2,4,0,16,16.2,109249.27,9.8061,10.9512,2,5,2,LLC,3,4.8,2,2,73547.9,64647.12,WA,1
801,408908.17,463677.44,484110,3,3,1,21,18.6,123623.23,10.3389,10.8464,3,3,2,Partnership,7,14.7,1,0,81272,83119.45,AZ,0
646,1611564.72,1872683.99,541511,1,3,1,19,5,170665.54,3.5,3.5045,5,4,6,LLC,3,4.9,1,2,104144.16,91871.44,GA,0
560,395436.09,477637.43,621111,2,3,0,0,7.9,150260.88,14.109,16.0703,1,5,2,Corp,8,1,0,0,77471.14,68927.37,TX,1
717,1583385.33,1975364.34,531210,5,5,1,26,4.8,190182.98,13.6564,13.7006,2,4,3,Corp,1,31.1,0,1,172849.03,170935.34,NY,0
501,505613.15,435478.44,238210,5,1,0,13,5.8,197829.39,15.1578,17.2392,3,4,3,Corp,7,11.9,2,2,132302,131144.2,AZ,1
624,845510.43,1007484.01,531210,4,2,0,17,15.8,186778.98,13.4715,15.2445,2,1,8,Corp,7,29,0,0,141522.81,123800.36,NY,1
678,579819.5,513335.26,236220,5,2,0,13,10.2,173683.86,11.3924,10.8881,1,4,1,LLC,4,1,1,1,125329.27,127521.62,NC,1
716,1913193.89,2149411.22,722511,4,4,0,24,14.2,90902.78,3.5,3.2157,7,3,3,Partnership,3,35.6,0,1,42515.53,42585.5,AZ,0
735,1335150.33,1156904.01,531210,4,2,1,23,15.2,182084.68,3.981,4.3946,5,3,2,Corp,4,27.8,3,0,166436.98,150518.21,AZ,0
632,1641238.12,1968671.67,722511,5,5,1,18,3.2,91764.88,7.9712,8.8645,8,3,6,Sole Proprietor,4,35.6,0,0,83120.45,77005.14,TX,1
611,662926.61,776068.24,484110,5,5,0,7,21.3,158442.14,9.5138,8.8335,7,4,9,Sole Proprietor,7,11.1,1,2,102915.66,106591.88,OH,1
567,838088.52,969653.59,722511,5,4,0,14,9.3,142801.75,10.9666,10.4987,8,4,8,Corp,8,32.3,0,4,126929.49,115287.01,AZ,1
629,586775.41,504674.96,484110,2,2,0,9,3.4,54782.47,11.3025,12.9719,7,3,9,LLC,3,32.9,1,1,35202.33,32308.75,AZ,1
633,2289569.85,2531352.74,238210,4,4,0,15,11.8,216924.28,10.0808,9.8408,5,4,9,LLC,4,7.7,0,1,144817.75,136757.18,IL,0
663,481183.93,570462.34,445110,4,1,1,9,10.3,121277.02,9.1688,8.6693,2,1,7,Sole Proprietor,6,28.9,0,1,102980.79,89608.44,FL,0
564,1779115.23,1765625.44,621111,4,3,1,20,15,143400.28,7.4353,8.3201,7,6,2,Partnership,4,32.1,0,1,120166.98,123577.73,CA,0
692,951242.69,979021.14,238210,3,3,1,21,10.8,99579.18,6.6217,7.1738,5,6,6,Sole Proprietor,4,19.1,0,0,71429,61885.95,GA,0
627,558519.03,694908.07,722511,2,2,0,11,11.6,110943.8,13.655,14.778,2,1,7,LLC,7,35.3,1,0,83039.26,85351.94,GA,1
539,476971.2,543981.59,531210,2,1,1,21,10.8,128132.07,13.452,13.8103,3,5,5,Corp,5,10.4,1,2,83467.75,74869.66,GA,1
769,489221.76,422123.7,484110,6,1,0,6,9.5,168613.22,8.3027,9.4379,1,3,2,Partnership,6,14.6,1,0,139507.79,144403.36,CA,0
665,320352.85,370493.17,236220,2,4,0,2,9.2,121729.23,15.9425,17.8912,2,1,8,Corp,7,23.3,1,2,110770.89,95519.63,GA,1
693,1322439.69,1321331.47,722511,3,3,0,24,14.1,235818.82,16.3514,16.7125,3,2,7,Sole Proprietor,3,2.3,1,1,189654.91,175241.55,FL,0
667,919739.79,1022749.15,445110,6,2,1,12,5,187629.91,13.3712,13.898,1,4,7,Corp,8,48.5,2,3,141092.5,131104.99,NC,1
616,1625641.85,1594190.97,484110,1,4,0,8,13.7,163015.44,13.218,14.5154,1,4,5,LLC,3,29,0,4,94267.62,80729.46,TX,1
625,741538.05,880429.43,238210,4,5,0,3,0.5,176889.3,4.9609,4.7693,4,2,7,LLC,6,22.6,0,3,164717.54,154733.82,OH,1
588,424166.87,466631.32,445110,5,3,1,10,13,162891.1,6.6098,6.0019,4,4,5,Partnership,5,15.4,0,1,110918.46,116390.23,TX,0
622,1189448.97,1245422.86,238210,5,2,1,23,6.5,129150.72,9.2384,8.3544,8,6,7,Corp,5,22.8,1,1,74482.48,75442.97,NC,0
744,1473517.37,1559098.88,236220,4,5,1,9,6,404623.19,8.5726,8.8864,8,1,1,Partnership,7,1,0,1,312106.59,308261.33,FL,0
512,943330.18,1026531.79,541511,2,5,1,25,8.9,95302.68,14.832,15.0958,2,6,4,Partnership,7,11.8,0,2,43213.95,44120.97,GA,1
571,638219.66,606139.1,445110,2,2,1,10,3,93335.96,18.6918,17.9432,5,4,4,Partnership,7,32.7,3,1,44144.97,46285.64,GA,1
705,907597.47,1019055.87,236220,3,2,1,17,12.7,86452.11,10.8433,10.5909,7,3,5,Partnership,4,25.9,0,2,74789.21,75891.6,OH,0
738,487095.7,533322.67,722511,5,4,1,19,17.1,152310.08,3.5,3.1734,5,6,1,Sole Proprietor,4,45.2,0,0,135256.12,128360.78,OH,0
593,1030152.43,1053259.31,541511,1,2,1,13,6.9,228267.12,5.927,6.8065,5,3,9,Partnership,4,18.4,1,2,177097.56,181397.81,CA,1
578,1717828.43,2050300,531210,4,3,1,10,20.5,238164.51,9.8927,10.8626,8,4,5,Corp,1,28.5,0,1,173717.63,180068.24,GA,0
601,1314255.01,1327349.31,541511,6,3,1,25,7.4,163260.61,20.3496,18.3683,6,2,8,Partnership,8,10.2,1,2,108906.62,110927.8,WA,1
684,714840.2,858098.4,445110,4,3,0,30,10.7,317565.51,9.0214,10.0495,2,3,5,Sole Proprietor,3,23.6,0,1,161766.08,155275.97,IL,0
522,2706857.59,3258853.58,722511,4,4,1,8,6.4,142991.95,7.117,6.6914,1,5,1,Partnership,2,41.2,1,0,132725.32,136831.18,TX,1
529,1382884.67,1569779.72,238210,2,1,0,6,1.7,95904.67,9.1544,9.8756,6,5,3,LLC,6,29.3,3,1,78964.57,74574.76,AZ,1
693,1052779.6,1159135.82,541511,3,2,1,7,23.8,151343.82,5.2673,5.777,3,4,8,Sole Proprietor,3,24.1,1,1,80016.09,73572.58,IL,0
640,389112,366706.77,484110,4,3,0,17,10.5,142914.34,11.5557,12.2936,1,6,8,Sole Proprietor,8,27,2,0,115153.6,109818.36,FL,1
554,661789.65,617278.31,238210,5,3,0,7,7.8,133965.8,13.5798,14.9525,2,4,2,LLC,3,49.6,2,1,99003.36,90440.65,OH,1
657,1842600.4,2013715.21,238210,6,3,0,19,9.8,223265,13.0199,12.7588,1,2,2,Sole Proprietor,4,24.7,0,2,120757.6,122634.62,TX,0
525,612277.42,596671.51,722511,5,3,0,6,6.1,123803.81,7.5169,8.1663,2,2,6,Partnership,5,28.9,1,3,69372.54,60432.28,TX,1
739,558402.32,529888.18,541511,4,1,0,19,5.5,254358.61,10.9695,11.2437,7,6,2,Sole Proprietor,5,21.1,0,0,148934.62,129941.25,GA,0
696,2318120.56,2184505.03,484110,3,4,1,10,10.7,87800.38,6.687,6.202,7,4,6,Corp,5,36,1,3,62843.09,62296.23,TX,1
510,1218821.54,1240179.93,722511,2,5,0,0,17.3,369630.06,3.6203,3.4534,6,1,3,Partnership,5,13.2,1,1,213175.2,186887.16,OH,1
672,883416.27,1084990.83,484110,4,3,1,11,12.8,141420.64,7.9692,8.9311,7,3,3,Partnership,4,24.9,0,1,123944.16,116788.77,AZ,0
628,457097.63,446913.3,238210,3,2,0,25,16,105280.35,6.728,6.3026,6,5,2,Sole Proprietor,4,25.2,2,1,91379.77,81589.89,NY,1
694,3376503.39,3621228.34,484110,6,5,0,21,14.4,119885.45,10.3786,10.0973,8,4,5,Partnership,8,2.3,1,2,69439.46,71292.65,TX,0
605,302937.63,341320.07,722511,5,4,1,8,7.8,112724.25,10.2688,11.733,3,5,9,Corp,6,7.3,3,2,63079.03,59471,FL,1
793,1355078.43,1541759.84,236220,6,3,0,14,12.9,471491.55,9.4287,10.6576,7,5,9,Partnership,4,23.7,1,0,274189.21,263133.41,FL,0
622,483958.72,453483.91,722511,4,2,0,20,20.1,251049.65,9.1374,8.9688,2,2,2,Corp,9,30.2,1,2,117421.81,105550.57,GA,1
551,495134.46,491425.42,531210,1,3,1,29,19.7,425388.64,13.7593,13.4557,7,2,4,Partnership,3,36.4,0,2,341698.35,344158.55,AZ,0
675,589010.43,685141.67,722511,5,1,0,22,0.5,111486.09,8.3649,8.7361,4,6,5,Corp,3,26.8,0,0,66706.36,62364.04,NC,0
548,575699.25,568569.14,484110,4,2,0,24,15.1,72669.68,15.2027,16.7196,3,6,5,Partnership,6,39.2,0,0,36859.71,37611.39,OH,1
699,3535365.62,3847722.45,484110,4,3,0,16,6.6,109083.16,11.2204,11.5547,2,4,9,Corp,3,50.1,1,0,68678.74,58698.13,IL,0
651,454225.95,409651.69,531210,4,1,1,24,8.8,62287.64,14.515,13.2787,5,2,8,Corp,5,16.4,0,1,38318.25,33765.57,WA,0
820,792110.1,876800,531210,3,1,1,22,10.5,134088.47,8.74,9.2856,3,6,9,Sole Proprietor,1,11.9,0,2,120381.98,119485.47,CA,0
740,475056.95,497935.2,484110,3,5,1,5,0.5,346162.98,7.054,7.6461,7,6,6,Corp,4,22.1,0,0,241129.28,208713.54,CA,0
727,2872827.48,2877623.09,531210,2,3,1,16,11.5,133397.78,5.8575,5.5997,3,5,7,Corp,2,34.1,0,1,93230.32,85742.76,OH,0
771,666570.41,609742.64,236220,2,4,1,18,9.4,357199.42,9.9031,10.0938,4,6,3,LLC,4,44.6,3,3,214174.6,214654.33,CA,1
549,699368.35,668781.71,541511,2,3,0,7,1.2,217872.59,9.3236,10.4579,6,2,2,Partnership,8,40.1,2,3,135539.95,129202.4,NY,1
662,647708.83,741502.74,722511,2,5,1,4,6.3,59244.44,8.2119,8.0162,7,3,3,Sole Proprietor,5,38.1,0,3,47697.44,48095.95,NC,1
692,809413.66,808501.52,541511,4,5,1,16,11.9,183603.29,7.4703,7.0268,6,1,2,Sole Proprietor,1,48.6,0,1,128360.54,111266.45,TX,0
655,1080746.24,1349770.23,541511,3,4,0,0,0.5,278943.66,14.517,13.5212,1,3,5,LLC,4,34.5,1,1,199868.79,197392.89,FL,1
771,1185782.12,1386631.51,238210,6,3,1,11,13.2,132570.59,12.0702,11.646,3,4,3,LLC,4,29.8,1,0,109879.08,109063.36,AZ,0
705,257996.52,262767.44,541511,1,2,0,7,6.1,224889.75,5.6228,5.837,6,2,9,Sole Proprietor,3,36.1,3,0,144870.92,139784.16,NC,0
669,2875133.76,2532654.22,484110,5,5,1,14,5.2,180885.36,8.5283,9.5475,3,6,7,Partnership,5,27.7,1,3,160999.05,138183.06,OH,0
724,1581940.54,1536273.31,238210,3,4,0,28,13.9,56719.09,4.9193,4.8183,7,3,4,Corp,2,46.3,0,1,32850.5,33362.4,NY,0
562,569424.04,560888.75,541511,3,3,0,15,14.2,303632.78,9.5964,9.6387,8,2,6,Sole Proprietor,1,49,2,1,227807.97,232228.17,OH,0
616,1198782.92,1311161.94,541511,1,1,1,20,12.8,144401.73,5.7231,5.7913,8,4,2,Corp,8,30.2,1,2,69639.4,70646.98,IL,0
712,263111.9,257078.72,621111,1,1,0,15,11.7,125181.89,11.8541,12.9494,8,2,6,Partnership,4,14.4,0,0,74998.11,70939.48,WA,0
614,1410657.06,1750765.27,238210,5,3,0,8,14.7,202937.2,14.4404,13.3307,1,5,1,Partnership,1,27.8,1,1,155736.81,132496.64,OH,1
631,406198.28,401846.73,541511,2,3,1,18,13.2,169679.42,7.8651,8.9437,2,5,2,Partnership,4,37.5,0,2,80526.93,69166.42,FL,1
626,607195.26,648946.28,621111,5,3,1,1,14.4,107403.78,7.808,7.8186,2,3,6,Corp,5,29.9,0,0,65636.06,61375.32,OH,0
613,1290594.18,1112233.01,236220,4,3,0,28,16.8,291060.66,11.6444,12.1427,3,4,2,LLC,3,46.2,0,0,205398.77,188737.76,IL,0
692,958215.87,1177920.1,236220,6,5,1,26,6.5,286514.86,8.6863,7.9632,8,1,6,Partnership,4,23.6,2,0,185201.05,175563.66,NC,0
704,533926.14,618255.8,238210,6,1,1,7,16,115215.53,9.9847,9.6472,1,6,5,LLC,1,11.9,2,0,91530.46,92013.81,NY,0
661,1161210.05,1425127.16,722511,1,1,1,17,16.9,479508.1,8.4566,8.3984,5,2,4,Sole Proprietor,2,20.2,0,0,249961.27,217167.2,CA,0
608,2296328.43,2791927.31,236220,3,5,0,24,8.3,186996.76,14.5115,16.1937,6,6,6,Corp,1,7.4,1,1,114249.56,112891.68,CA,0
614,723233.65,860606.18,541511,1,2,1,11,18.8,150960.14,7.3047,6.7606,1,2,6,Sole Proprietor,4,9.9,0,0,99126.72,85204.71,NY,0
646,612381.78,558144.1,722511,6,1,1,21,11.7,215107.53,8.1701,7.931,8,1,7,Corp,6,30.8,0,0,181663.13,165438.65,IL,0
681,1173451.02,1350717.1,541511,1,5,0,12,12.2,211305.21,6.2679,6.5114,5,3,2,Partnership,2,31.4,1,0,151136.28,149453.73,OH,0
568,1001292.64,1026461.76,236220,6,5,1,0,3.7,146620.46,13.3957,14.6374,4,1,5,Corp,7,54.8,1,2,135539.12,124639.08,TX,1
739,1743416.38,2155984.23,621111,3,1,0,10,12.8,351542.62,11.821,10.8504,8,6,6,Partnership,4,14,0,1,211690.25,219507.57,FL,0
702,1893129.44,1930953.15,531210,5,3,0,13,14.9,193862.77,4.6849,4.7012,7,3,6,LLC,4,21.1,1,3,108138.97,109288.48,WA,0
725,1053749.23,931906.23,445110,6,3,0,17,22.5,89158.3,9.6999,10.4929,4,1,9,Partnership,3,47.9,1,2,63892.98,62068.31,FL,0
562,853626.2,798590.58,531210,6,3,0,7,9.2,217584.06,16.2712,15.863,8,6,2,Partnership,5,8.9,0,2,158216.05,151968.03,NY,1
646,434085.08,504858.48,541511,5,1,0,0,6.2,207884.26,11.1477,12.4913,2,4,6,Partnership,5,34,0,2,186394.09,163730.18,NC,1
732,1936315.07,2020557.28,621111,2,3,1,6,14.6,224167.08,5.8269,6.176,3,6,5,Corp,3,10.5,1,0,127234.83,124855.93,CA,0
749,2854692.02,2539679.46,238210,4,4,1,25,9.5,130411.16,14.6219,14.2791,2,3,5,Partnership,4,10.7,0,1,60161.52,54930.02,TX,0
703,1251465.49,1543176.95,541511,5,2,1,19,12.4,95177.26,10.1658,9.9953,6,3,9,Corp,3,39.3,1,0,65990.36,66146.91,NY,0
514,542522.29,469956.32,722511,2,2,0,8,8.6,110468.99,13.6847,15.0306,7,6,7,LLC,9,33.3,1,1,67227.62,66558.79,TX,1
621,2654115.08,3227772.82,484110,2,4,1,16,17.9,212439,10.7821,12.0578,4,5,8,Partnership,4,6,0,0,191169.17,168341.72,NC,0
647,200905.97,202376.63,445110,4,4,1,13,5.6,112437.42,13.5,15.1167,4,6,9,Sole Proprietor,6,24.4,1,2,73006.73,66080.89,FL,1
586,354182.78,302630.45,541511,6,5,1,13,9.4,202414.95,8.874,9.9,8,2,1,LLC,5,26.6,1,3,134862.79,125053.19,WA,1
727,1035116.28,1022783.68,541511,5,4,1,5,19.3,215808.37,7.9473,8.7842,2,2,8,Partnership,3,4.4,0,0,152831.27,140238.82,GA,0
580,325136.23,325361.74,531210,4,1,0,12,4.2,180227.82,15.316,15.5523,1,6,5,Sole Proprietor,5,21.3,3,2,122886.15,121414.63,NY,1
630,493018.26,589291.42,541511,6,2,0,20,12.7,205747.35,13.7231,13.9142,5,1,5,Corp,8,22.1,2,2,131447.87,118649.41,NC,1
595,844077.9,942418.06,531210,6,4,0,18,18.6,355891.28,4.1308,3.8597,4,4,2,Corp,4,9.9,0,2,175596.33,160782.96,AZ,0
788,2511268.64,2519031.59,722511,2,5,0,5,14.2,166797,9.8831,9.5188,1,3,7,LLC,5,20.9,0,2,89204.16,85439.39,GA,0
561,160595.3,189289.75,484110,3,5,1,0,7.3,337596.89,16.1056,16.4706,2,4,3,Sole Proprietor,9,25.8,2,3,175074.09,176566.86,AZ,1
590,1923810.85,2283405.01,445110,3,1,0,14,2.2,121699.05,11.483,11.7926,7,2,8,LLC,7,41.8,0,0,71960.25,62698.75,WA,1
616,1162451.85,1350726.95,541511,1,3,1,14,5.7,93477.39,12.8219,14.5342,2,1,3,Partnership,5,13.9,0,0,73431.46,64902.17,TX,0
711,1056192.52,1275368.76,722511,4,4,0,19,7.4,107181.53,11.0145,12.6655,6,1,4,Partnership,4,27.1,0,1,53064.74,48116.84,AZ,0
719,858352.73,936143.09,484110,5,4,1,18,5.7,147416.17,11.1796,12.4832,1,2,5,Sole Proprietor,2,31.4,1,2,103594.33,92326.62,NC,0
735,286983.57,301530.84,238210,3,5,0,14,13.4,115223.61,3.7255,4.2145,5,5,4,LLC,6,40.2,0,0,96964.8,100695.49,TX,0
590,1126551.2,1191361.69,722511,4,5,1,12,5.4,268765.96,12.5485,11.5486,1,6,2,Partnership,6,11.3,2,1,158043.57,141748.43,CA,0
590,575434.35,618037.79,236220,5,5,1,18,15.8,108958.11,9.4296,10.7635,7,3,8,Corp,4,44.2,1,0,73166.05,62650.3,FL,0
718,1874959.75,2343159.49,445110,4,2,1,9,9.5,208758.9,11.8085,12.9506,5,2,1,Corp,3,14.9,0,0,104927.59,92454.53,NC,0
850,2012298.6,2180121.03,621111,3,2,0,20,10.7,170133.3,11.7968,13.5342,1,1,3,Sole Proprietor,6,44.4,2,1,159796.63,167427.82,FL,0
654,2375284.68,2820136.94,722511,1,3,1,23,11.5,131997.72,11.8285,13.4736,6,2,8,Sole Proprietor,1,32.2,0,0,61039.77,63617.12,IL,0
675,1334511.47,1174949.02,722511,2,5,0,6,5.8,104591.25,12.9991,13.3968,5,5,7,LLC,7,12.1,1,0,79787.27,83514.95,OH,0
506,964227.77,1071306.44,445110,4,1,1,8,11.8,63998.89,22.2989,22.9029,8,3,7,Partnership,5,25.3,0,3,54239.94,49173.71,WA,1
575,2189271.78,2202009.8,722511,1,5,0,13,6.9,129032.19,16.006,16.6491,7,5,5,LLC,8,26.3,0,1,106446.53,91742.67,OH,1
747,908845.18,1048157.93,445110,4,1,0,17,12.8,299884.43,8.3289,8.9781,8,4,4,Sole Proprietor,6,19,2,2,161378.53,163832.39,GA,0
693,524183.36,517097.63,541511,4,5,0,7,9.9,84016.42,9.9935,9.4942,8,6,3,Corp,5,29.2,1,2,75311.27,74731.42,NC,1
642,1419873.46,1555966.73,445110,4,4,1,7,9.1,183045.91,12.4042,12.0717,2,2,4,Corp,5,9.7,0,2,152557.56,148849.68,IL,1
625,752638.35,713808.57,722511,1,4,1,26,21.3,100381.32,9.8997,10.181,5,5,6,Partnership,4,3.6,2,0,87581.67,76210.39,NY,0
554,336224.32,296192.64,531210,5,1,1,15,8.5,101874.33,11.3224,11.7907,5,6,8,Sole Proprietor,5,33.1,2,1,95350.13,83827.32,NY,1
